Total_Males,Total_Females,Median_Age,Total_Pop,Total_White_People,Total_Afr_Am_People,Total_American_Ind_Alk_Ntv,Total_Asian,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Less_Highschool,Total_Bachelor_Holders,Median_Income,Total_Children,Total_Married_Households,Total_STEM,Total_Business_Degree,Below_Poverty_Level_LTM,Total_Wealthy_Households,Median_Household_Income,Gini_Index,Total_Veterans,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Information,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Median_Gross_Rent,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Total_Mexican_Origin,Total_Puerto_Rican_Origin,Total_Cuban_Origin,Total_Dominican_Origin,District_Name,CD,State_Id,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
383124,388764,38.9,771888,700787,28817,2844,10272,742179,15318,25132,39601,89343,28987,177501,158481,13273,27363,82315,9511,55645,0.4312,50417,40.2,400049,14906,23328,73669,50085,18802,8104,23367,38183,56577,22445,9327,663,405368,391504,13864,23019,845,305,227,"Congressional District 1 (114th Congress), Iowa",01,19,IA,IA-01-2016,56.2,42.5,45.2,48.7
387047,391282,38.1,778329,699043,31361,1107,18137,736743,24355,36668,41517,85009,27417,176974,153701,16146,27919,102103,9106,52166,0.4424,49832,39.9,390223,11456,24822,70242,44674,16329,5694,20821,42301,62274,24485,11153,730,402458,384041,18417,30871,2986,168,120,"Congressional District 2 (114th Congress), Iowa",02,19,IA,IA-02-2016,55.8,42.7,45.0,49.1
399897,412567,36.7,812464,723549,33732,3677,24515,753904,30825,53409,47254,118712,31439,203411,159102,17286,44201,90504,14440,59433,0.4451,48102,39.9,422482,9651,29357,44437,48140,20705,7838,54146,33942,60329,24217,14784,793,437092,417410,19682,44473,1004,534,54,"Congressional District 3 (114th Congress), Iowa",03,19,IA,IA-03-2016,51.4,47.2,45.0,48.5
379221,381997,38.9,761218,703293,12700,3926,15581,725360,22538,33512,43293,83971,26552,170867,156720,12396,21433,92492,8582,51259,0.4326,48403,39.6,387139,24648,23502,63545,43728,18239,5868,19066,42206,52191,24258,12596,661,392215,378391,13824,37842,933,499,0,"Congressional District 4 (114th Congress), Iowa",04,19,IA,IA-04-2016,45.3,53.4,33.5,60.9
363813,351517,35.3,715330,623232,21759,4899,12362,648162,41457,59352,55339,72958,25881,171696,140382,13061,21049,93868,6363,48559,0.4265,45333,37.3,341960,28463,23657,41624,36761,14771,6158,15098,38485,47506,22391,15219,725,354026,337750,16276,97266,2127,1027,326,"Congressional District 1 (114th Congress), Kansas",01,20,KS,KS-01-2016,27.6,70.1,24.3,69.3
352284,363468,37.1,715752,625863,31469,11640,11459,687970,15342,22827,41848,79705,26024,165703,137512,14812,24669,110008,8025,50087,0.4525,52246,38.8,337507,9262,22691,35227,38673,17865,4774,21416,41651,51091,22835,19889,723,348819,331688,17131,39220,3693,748,8,"Congressional District 2 (114th Congress), Kansas",02,20,KS,KS-02-2016,42.2,55.4,37.4,55.8
371508,383888,36.5,755396,612722,64708,2261,34407,674583,47101,74042,37155,148970,35768,195164,151481,26510,61238,66086,22864,71742,0.4672,40373,40.2,394038,2243,22409,34336,42546,17473,12884,35977,30474,55080,22125,15361,921,410347,393287,17060,68743,2093,1191,506,"Congressional District 3 (114th Congress), Kansas",03,20,KS,KS-03-2016,44.3,53.8,47.2,46.0
361619,363544,36.1,725163,603982,54173,8241,25993,669490,24710,49499,49412,82862,27781,187671,131258,16005,28149,98917,9096,51427,0.4477,46939,40.1,343564,8399,24251,61456,40329,14946,6099,15230,33026,48956,24337,10385,741,358265,342129,16136,73844,3517,534,0,"Congressional District 4 (114th Congress), Kansas",04,20,KS,KS-04-2016,36.1,61.6,33.0,60.2
355756,367710,40.1,723466,647190,52556,1686,3409,706349,7220,13412,76522,47235,21692,163350,141415,11514,13938,129351,4826,40358,0.4658,45562,40.0,291481,13560,18324,51158,36161,18213,3114,10235,28278,37967,18567,13357,630,307624,288863,18761,12343,3249,496,53,"Congressional District 1 (114th Congress), Kentucky",01,21,KY,KY-01-2016,32.1,66.4,23.9,72.4
366434,381211,38.5,747645,666454,42124,1813,10428,716397,16281,24668,72784,58493,23380,175378,149943,13860,19374,118097,6141,46401,0.4506,54810,39.6,330213,7309,22793,58567,38781,20025,6487,17726,28564,42095,24092,13516,682,347972,325341,22631,13511,3893,353,180,"Congressional District 2 (114th Congress), Kentucky",02,21,KY,KY-02-2016,35.1,63.3,27.6,67.5
358379,384449,38.0,742828,537232,157930,1715,18997,684927,29407,50335,50452,99041,27346,166606,118987,17822,41231,111963,11986,50450,0.4742,46792,39.2,364911,2106,17967,42282,40054,26974,6082,28485,30741,58510,30324,10850,789,384966,362042,22924,14734,3822,9923,613,"Congressional District 3 (114th Congress), Kentucky",03,21,KY,KY-03-2016,55.7,42.8,54.9,39.9
374447,376002,38.6,750449,692782,26388,571,9385,723969,13404,23369,59220,83804,27833,181783,145165,16548,31630,98931,13301,55744,0.4672,51896,40.6,352096,6075,18577,48428,42072,23496,6281,24246,26377,49247,28874,15633,764,369965,351096,18869,14344,1501,465,277,"Congressional District 4 (114th Congress), Kentucky",04,21,KY,KY-04-2016,34.8,63.4,29.3,65.2
353116,354418,40.9,707534,684736,10647,1456,2235,700653,2946,5017,118819,32983,17724,156954,137583,8377,8450,197179,3447,31339,0.4916,38204,40.1,228857,9608,14252,23977,32494,11435,3572,8587,27136,39136,17580,10930,558,251512,226408,25104,4115,1081,236,0,"Congressional District 5 (114th Congress), Kentucky",05,21,KY,KY-05-2016,23.2,75.0,17.5,79.6
366760,386410,36.9,753170,637318,66073,1673,15172,706926,29882,40535,66167,85309,25636,166512,135027,17797,28700,138534,10559,49531,0.4762,44196,37.9,361409,10380,20272,50939,46305,13222,4858,14045,38859,50004,30774,21180,741,377515,355733,21782,22227,3295,774,139,"Congressional District 6 (114th Congress), Kentucky",06,21,KY,KY-06-2016,42.2,55.8,39.4,54.7
391300,414840,38.1,806140,639098,113677,8682,16486,746546,31402,53554,69107,106605,28065,184451,143794,21627,38284,123258,15418,54677,0.4767,44826,40.3,380447,10860,33287,23283,42360,20766,6018,26312,33896,48056,36541,18539,896,401848,378717,23131,18102,3535,5161,870,"Congressional District 1 (114th Congress), Louisiana",01,22,LA,LA-01-2016,26.9,70.9,26.7,68.7
379769,411624,35.6,791393,257161,478785,1699,24074,736909,27983,48880,96048,76900,22438,182020,91823,13904,23288,184592,6316,37856,0.4972,34120,38.5,351121,5808,29800,23308,39738,19617,5274,15310,29446,48655,41242,20135,871,384787,349487,35300,11510,3471,1123,3758,"Congressional District 2 (114th Congress), Louisiana",02,22,LA,LA-02-2016,75.8,22.8,74.6,22.2
382863,399554,35.7,782417,550483,190762,3294,12544,754971,16137,23652,86659,71436,23809,194869,136044,16134,20831,143661,12448,46766,0.4925,42094,38.7,351520,30496,23484,31339,42727,14757,3709,14348,31604,49511,28981,14306,733,376885,349834,27051,14917,2720,1610,418,"Congressional District 3 (114th Congress), Louisiana",03,22,LA,LA-03-2016,32.3,66.1,29.2,67.3
375798,383115,36.5,758913,461445,259324,5157,7696,734128,8748,17822,76091,62669,22387,187130,124975,14535,20044,162672,7699,40689,0.4900,56034,39.3,292917,17943,20920,22727,33644,15187,4666,14215,26468,44866,19736,19416,731,316191,292728,23463,19550,1785,1022,67,"Congressional District 4 (114th Congress), Louisiana",04,22,LA,LA-04-2016,39.7,59.0,36.6,60.6
373657,372364,37.3,746021,459743,269584,1858,3129,733361,7551,10722,93595,55654,20026,178921,112055,10909,14579,172390,6350,35321,0.5004,41818,39.6,280960,12159,21003,18449,34151,14886,6179,12949,26648,50657,21182,18920,653,303737,279103,24634,10563,1070,942,171,"Congressional District 5 (114th Congress), Louisiana",05,22,LA,LA-05-2016,37.7,61.0,34.1,63.5
382912,402928,35.2,785840,546763,190243,1955,17110,749281,18254,31739,55270,97475,30331,188794,137813,17359,31659,103373,14660,60440,0.4566,40919,38.1,380847,8159,32690,40398,41205,18755,6856,22530,39914,51821,22957,19202,915,398042,378602,19440,16184,3395,2352,343,"Congressional District 6 (114th Congress), Louisiana",06,22,LA,LA-06-2016,32.0,66.1,31.0,64.8
327385,344624,44.5,672009,633698,9651,2398,9351,637505,11442,28331,30345,116954,29404,128390,133339,18525,25589,67727,12183,59452,0.4501,52561,42.9,347546,6930,23801,32740,43866,10699,7533,26098,34917,58192,26481,12939,889,358798,343580,15218,3404,2950,619,466,"Congressional District 1 (114th Congress), Maine",01,23,ME,ME-01-2016,59.6,38.2,54.1,39.3
323645,333674,44.6,657319,624376,5144,6568,3940,633722,7696,16363,49254,70559,22692,127469,131103,12438,15949,104893,4838,44560,0.4425,54527,42.5,300868,10505,23078,27894,41034,14091,5017,14485,33084,55261,18460,12408,701,315368,295989,19379,1951,2858,960,253,"Congressional District 2 (114th Congress), Maine",02,23,ME,ME-02-2016,53.0,44.4,41.1,51.4
357011,368488,42.4,725499,601650,85217,1188,16105,680070,17094,37046,47617,90929,32114,155901,147353,16252,31226,66806,17018,69824,0.4393,49328,42.9,356356,5426,28226,28229,43812,15820,5568,23942,34438,48299,26933,25783,1014,374044,354599,19445,8173,6528,847,710,"Congressional District 1 (114th Congress), Maryland",01,24,MD,MD-01-2016,37.7,60.4,33.4,62.0
364559,398597,36.3,763156,423026,262583,2593,39707,660007,51784,92713,59408,95806,32023,177775,121692,19740,33771,86190,12966,62278,0.4321,47439,39.8,373656,604,21274,21807,46696,18506,7408,21272,34767,54799,22906,33951,1188,394837,372411,22426,16844,7588,1222,1763,"Congressional District 2 (114th Congress), Maryland",02,24,MD,MD-02-2016,63.1,35.0,60.1,35.7
365469,393214,36.7,758683,494203,151158,1761,60094,621421,55963,123806,48313,131936,39773,161509,132584,23282,44808,58359,31713,81231,0.4474,47242,38.3,395018,423,21815,18575,37013,16334,9959,25396,41546,57880,28953,36827,1394,416097,393635,22462,15129,7808,2096,1961,"Congressional District 3 (114th Congress), Maryland",03,24,MD,MD-03-2016,60.7,37.1,62.8,32.3
358496,387133,36.8,745629,216190,394713,2407,26042,591666,88459,145109,66615,98830,36961,174870,109834,15723,37991,64785,20487,78412,0.4117,49195,40.6,395429,608,33405,8848,38434,23739,7833,16490,34091,49565,30748,50950,1357,418522,395140,23382,14480,3155,946,3287,"Congressional District 4 (114th Congress), Maryland",04,24,MD,MD-04-2016,78.1,20.8,77.2,19.7
371959,388775,38.2,760734,378886,286218,1818,31762,657900,47725,90895,43404,101324,42106,171285,136882,14759,37221,49312,26422,91820,0.3793,62617,41.8,393701,1783,32220,10939,34779,18886,8226,20160,38394,44838,22969,63652,1511,409061,389781,19280,17277,6403,2073,1236,"Congressional District 5 (114th Congress), Maryland",05,24,MD,MD-05-2016,66.1,32.4,64.1,32.1
377979,383942,38.4,761921,520219,105018,1356,83299,588457,76850,161110,53682,111843,35388,181487,147103,20184,38342,67912,31111,73641,0.4673,39378,41.7,378323,2482,26884,20860,36904,15671,8702,24854,32614,46925,25368,34260,1259,394737,377158,17579,10630,6422,2092,1691,"Congressional District 6 (114th Congress), Maryland",06,24,MD,MD-06-2016,55.2,42.8,55.3,40.2
348575,380426,38.3,729001,254691,393457,1372,53326,643429,34767,77107,56846,101932,30550,155414,96984,17024,36065,118009,22024,59026,0.5126,39414,40.1,329932,703,14141,15451,31335,17576,6575,20984,37668,57508,19107,33162,1044,358189,328142,30047,3671,4217,382,722,"Congressional District 7 (114th Congress), Maryland",07,24,MD,MD-07-2016,76.2,22.3,75.8,20.2
368300,393478,40.0,761778,506183,91797,2908,74832,563902,91390,183796,49781,133752,42293,169491,150035,23180,45870,59403,47162,95314,0.4704,35188,42.2,409051,1927,26683,14530,31076,11727,11334,26345,41536,47765,27220,46484,1622,427605,408019,19586,12508,6255,3075,3586,"Congressional District 8 (114th Congress), Maryland",08,24,MD,MD-08-2016,62.0,36.0,65.0,30.6
354793,381397,41.0,736190,626968,46172,1892,14655,628329,26282,57114,60715,87258,26621,153349,123421,16395,26239,106391,12500,53918,0.4663,45064,41.8,354532,2971,16531,39349,44817,15137,6830,25056,40349,65798,24188,13941,868,372081,346235,25846,6888,101720,841,6319,"Congressional District 1 (114th Congress), Massachusetts",01,25,MA,MA-01-2016,64.0,34.3,57.2,36.5
363964,380922,39.1,744886,625647,39694,1766,39563,636772,42849,84776,49240,105556,29572,149859,126550,16436,32302,97084,18846,62448,0.4674,42944,40.6,376154,2107,18137,41496,44506,14224,8010,22773,55213,63108,26636,12590,1013,387973,363332,24641,4352,38990,1190,6888,"Congressional District 2 (114th Congress), Massachusetts",02,25,MA,MA-02-2016,58.7,39.2,56.2,36.8
372202,381866,39.0,754068,587198,25736,1391,65457,591232,65727,131171,57889,107278,32062,174471,133841,15685,37310,83115,25763,72570,0.4625,37037,42.2,380104,1216,21457,53462,36675,12074,10411,19283,38894,57824,27290,13154,1085,400927,377752,23175,8712,61172,693,49478,"Congressional District 3 (114th Congress), Massachusetts",03,25,MA,MA-03-2016,56.9,41.4,58.2,35.4
364844,385487,40.9,750331,652907,21406,256,44196,641348,41678,97597,36579,132924,40327,171170,149677,19899,48281,50328,43593,90913,0.4813,31741,42.7,384820,590,20123,35095,38482,13595,9701,35205,46855,64504,18434,12607,1221,399110,377922,21188,4714,11763,2405,3068,"Congressional District 4 (114th Congress), Massachusetts",04,25,MA,MA-04-2016,57.2,41.3,59.2,35.0
369981,395941,39.5,765922,598090,37888,1610,83781,572310,87035,180644,37294,145372,41066,151822,149400,22735,52492,57461,46638,86183,0.4794,26436,40.2,420772,674,21504,32591,35314,13358,14328,32068,59621,64061,26594,13422,1472,425830,409130,16700,7031,13410,1860,2510,"Congressional District 5 (114th Congress), Massachusetts",05,25,MA,MA-05-2016,65.2,33.1,69.3,25.7
368484,392682,42.1,761166,649968,25920,1151,31281,656364,42756,93842,39927,132535,35796,160418,150225,21365,47384,63016,33976,80638,0.4641,40223,42.4,396996,821,23646,38574,42037,12491,9515,28170,40258,61578,28295,15899,1195,412608,392467,20141,3094,11921,637,25237,"Congressional District 6 (114th Congress), Massachusetts",06,25,MA,MA-06-2016,54.7,43.9,56.1,38.2
376951,400637,31.7,777588,389836,206372,1226,78533,499810,133469,251668,83049,117449,28628,130667,81630,18205,40288,137743,21983,56719,0.5256,19725,32.4,431279,483,16939,22850,38760,17021,10842,31116,60628,74883,41100,13330,1411,438454,410738,27716,8687,44132,2344,30231,"Congressional District 7 (114th Congress), Massachusetts",07,25,MA,MA-07-2016,82.5,15.6,84.1,11.9
368018,396771,39.0,764789,589801,73099,429,60240,624536,52946,128374,40519,149674,37973,154072,131073,20644,59021,79416,31963,79789,0.4711,34142,39.6,414702,1208,21180,25302,43967,18210,9543,42470,41422,70985,28305,16685,1329,435859,411602,24257,3886,14558,1734,6282,"Congressional District 8 (114th Congress), Massachusetts",08,25,MA,MA-08-2016,57.8,40.8,60.4,34.4
358147,381335,45.6,739482,652823,23070,942,13033,656981,30446,70767,54137,108669,30664,141366,142897,18145,35040,77517,20251,63532,0.4767,50678,43.7,362844,3513,31161,28498,50011,13732,5745,23847,27942,56870,30107,16904,927,384982,360023,24959,3222,19476,241,2851,"Congressional District 9 (114th Congress), Massachusetts",09,25,MA,MA-09-2016,55.5,43.1,52.5,41.8
356192,343944,46.4,700136,644995,11590,18153,4637,682369,7242,13068,40871,78341,23482,131412,146605,15121,21664,93377,6868,45684,0.4521,61384,42.7,297829,7916,19837,33272,39333,13184,4840,14400,24981,49878,30719,13400,674,314942,294121,20821,9923,990,738,238,"Congressional District 1 (114th Congress), Michigan",01,26,MI,MI-01-2016,45.3,53.6,36.6,57.9
360010,371178,37.0,731188,618624,48177,4422,15409,681749,24252,42853,48927,82141,25118,176870,141687,13598,25937,91516,7649,51681,0.4413,42728,39.3,344887,5120,18041,83769,40242,11912,4899,15397,26066,44107,25336,9244,749,359781,340566,19215,53556,6494,1705,910,"Congressional District 2 (114th Congress), Michigan",02,26,MI,MI-02-2016,43.1,56.0,38.2,55.8
364098,366325,36.9,730423,612470,59996,3150,15325,685940,22254,38536,45559,97475,26190,177502,136496,16016,36053,103751,10009,53861,0.4561,40285,39.2,351028,5806,17988,67666,39784,13757,4624,18854,28705,49469,25280,11212,787,370818,348443,22375,33945,5540,1046,2518,"Congressional District 3 (114th Congress), Michigan",03,26,MI,MI-03-2016,45.8,53.1,42.2,51.6
351789,349846,41.0,701635,658633,13604,6036,6726,682008,9631,15881,46736,61701,23382,145712,138510,9678,21054,109496,8299,47461,0.4506,48850,40.4,305545,8529,20980,51002,35221,13224,3078,13816,32250,42709,23624,13998,709,320934,300200,20734,16617,1285,1021,0,"Congressional District 4 (114th Congress), Michigan",04,26,MI,MI-04-2016,45.5,53.5,34.7,59.5
329925,352791,41.1,682716,529329,114774,1541,7143,663201,5948,16033,50392,59424,23254,152642,118818,11449,23002,135274,5110,42390,0.4528,43643,40.7,282380,1923,15441,45185,40427,12980,3883,12746,18014,51956,23643,8957,709,310506,280870,29636,26994,1152,464,155,"Congressional District 5 (114th Congress), Michigan",05,26,MI,MI-05-2016,60.7,38.3,49.7,45.5
