Total_Males,Total_Females,Median_Age,Total_Pop,Total_White_People,Total_Afr_Am_People,Total_American_Ind_Alk_Ntv,Total_Asian,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Less_Highschool,Total_Bachelor_Holders,Median_Income,Total_Children,Total_Married_Households,Total_STEM,Total_Business_Degree,Below_Poverty_Level_LTM,Total_Wealthy_Households,Median_Household_Income,Gini_Index,Total_Veterans,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Information,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Median_Gross_Rent,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Total_Mexican_Origin,Total_Puerto_Rican_Origin,Total_Cuban_Origin,Total_Dominican_Origin,District_Name,CD,State_Id,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
391711,391163,42.2,782874,664869,10487,8924,38764,704347,31936,68946,45332,113942,27785,172537,161738,13884,33365,85888,15735,59663,0.4495,75740,43.2,321316,3952,23614,20639,39074,12228,7097,23922,25594,41226,25203,26191,1048,368980,321316,47664,76788,3428,1233,0,"Congressional District 4 (112th Congress), California",04,06,CA,CA-04-2012,43.0,54.0,39.5,57.9
352436,361973,32.8,714409,361859,94920,9191,132477,536783,89001,169450,85255,72516,22250,185171,93952,7691,19957,166932,5250,43644,0.4525,42728,37.6,290208,2322,16520,15768,31312,12468,7534,16568,19827,41732,20577,34320,930,347727,290208,57519,168863,5596,321,625,"Congressional District 5 (112th Congress), California",05,06,CA,CA-05-2012,70.0,26.0,69.7,27.5
331538,338536,41.6,670074,534184,14748,6300,31875,546713,65491,114449,49349,116227,31342,144051,120094,17205,29177,77161,23714,64681,0.4939,45133,43.2,318248,6576,17370,24393,38761,8937,8434,27302,25860,46255,19928,12727,1282,353017,318248,34769,111367,3195,2029,109,"Congressional District 6 (112th Congress), California",06,06,CA,CA-06-2012,68.0,29.0,69.1,28.3
328742,336708,37.0,665450,358480,96471,4538,100712,489612,88635,164143,71553,84096,28897,156926,104254,13598,25296,105479,10724,58729,0.4378,42587,40.9,294266,2272,20006,19846,32703,16205,5496,21728,23211,47063,18776,18772,1162,340452,294266,46186,139126,5830,1116,153,"Congressional District 7 (112th Congress), California",07,06,CA,CA-07-2012,51.0,46.0,50.8,46.8
349239,330070,38.0,679309,341888,45454,2791,217851,411643,107311,255926,78107,168923,32599,90029,87738,18030,46928,97589,34898,67669,0.5231,23228,37.3,382078,603,13755,22163,42299,14331,16514,31769,25742,41971,38751,10797,1366,412802,382078,30724,58113,3756,1566,100,"Congressional District 8 (112th Congress), California",08,06,CA,CA-08-2012,42.0,55.0,41.7,55.6
312882,340794,36.4,653676,319163,133075,3427,122378,476389,91555,166394,70747,106496,29327,130966,94902,14948,24015,118420,22026,56415,0.5201,26152,39.1,307540,1144,14556,19536,28719,14075,10769,17764,43371,43549,19893,11941,1120,344857,307540,37317,104700,3042,757,89,"Congressional District 9 (112th Congress), California",09,06,CA,CA-09-2012,56.0,41.0,57.8,40.1
354006,371586,38.6,725592,480798,57598,3725,97196,572403,61048,142478,41089,117186,35116,177688,145189,16154,38691,74140,28688,81130,0.4576,45987,42.2,332242,3012,24813,23845,35493,16470,9275,25871,24908,47580,19579,19339,1322,370837,332242,38595,108427,8617,560,0,"Congressional District 10 (112th Congress), California",10,06,CA,CA-10-2012,50.0,47.0,50.6,47.0
398677,397425,36.4,796102,544581,34898,6304,120523,626189,76093,157727,64426,109161,31737,219110,152207,15161,37613,83959,25832,71364,0.4577,43220,42.1,339373,7241,18354,37656,37191,19067,8576,26458,28688,40642,19181,18598,1248,391776,339373,52403,168976,4763,426,66,"Congressional District 11 (112th Congress), California",11,06,CA,CA-11-2012,69.0,28.0,67.6,30.0
319560,335129,40.3,654689,342182,14473,960,219772,416282,83712,226070,47963,134929,37030,128709,121782,19307,40673,47110,33342,83121,0.4624,27809,41.3,335952,1212,17150,23961,32263,18007,8880,26116,25918,50788,25360,15066,1623,366636,335952,30684,69185,3327,1286,156,"Congressional District 12 (112th Congress), California",12,06,CA,CA-12-2012,84.0,13.0,84.1,12.5
334768,343544,36.8,678312,253858,49824,2701,243966,406569,120418,262489,65172,106352,31670,160837,120064,12524,33210,67549,16359,69788,0.4213,27066,41.4,319558,1165,16687,51565,32719,21820,7851,19482,20077,41012,25056,9743,1352,357997,319558,38439,145535,6594,727,532,"Congressional District 13 (112th Congress), California",13,06,CA,CA-13-2012,87.0,10.0,87.5,9.0
333892,332029,38.0,665921,442677,16282,2393,144515,451818,114551,205569,43284,127528,42178,152085,134719,18155,37232,54841,50437,96364,0.5019,29713,41.1,322891,3629,16253,49502,25942,6838,14054,17682,32073,33281,16419,6791,1529,354009,322891,31118,109121,2286,1349,412,"Congressional District 14 (112th Congress), California",14,06,CA,CA-14-2012,73.0,24.0,74.2,23.6
347267,349428,36.8,696695,336336,16947,4320,257223,419892,120844,268070,49341,126542,37171,168908,132148,16698,39039,68800,31944,85612,0.4419,24263,40.6,330580,1167,16932,70437,33412,9682,10808,14445,23233,35788,23445,8411,1471,365528,330580,34948,120527,2511,1243,747,"Congressional District 15 (112th Congress), California",15,06,CA,CA-15-2012,67.0,30.0,68.0,29.8
341149,334036,35.4,675185,333830,22485,5527,194585,413438,117876,253716,87641,96741,27650,163344,109396,9715,32411,86073,20440,72602,0.4588,23527,39.5,317769,2139,21322,58195,36744,11119,6589,16392,21944,34396,18824,7825,1370,357691,317769,39922,241496,2835,1159,149,"Congressional District 16 (112th Congress), California",16,06,CA,CA-16-2012,57.0,40.0,58.6,39.4
340748,331924,33.3,672672,513631,15705,4122,36828,478350,131218,185740,112202,68553,22273,170079,104417,9974,15367,107732,9829,55112,0.4619,32290,38.6,285039,37298,17439,17191,32959,7005,4675,11238,27353,32989,24077,14045,1220,322776,285039,37737,323736,2142,897,177,"Congressional District 17 (112th Congress), California",17,06,CA,CA-17-2012,69.0,28.0,71.9,25.5
373564,367420,30.3,740984,481920,46826,7679,68784,536626,127396,196736,143968,31063,17842,227685,105449,3665,7725,204409,3166,38553,0.4414,30480,38.5,260249,21904,14800,28036,35760,16412,3666,8220,17221,30764,19672,11640,867,324754,260249,64505,374896,3533,756,0,"Congressional District 18 (112th Congress), California",18,06,CA,CA-18-2012,70.0,27.0,68.2,28.9
376855,390340,34.6,767195,580098,23903,9438,45256,624086,78444,136579,95536,66723,22739,199284,126467,10465,16763,155179,7274,48035,0.4442,49227,39.6,299473,20294,17417,24522,37237,18298,4920,13366,28607,43237,23482,14544,915,352673,299473,53200,278972,1539,881,0,"Congressional District 19 (112th Congress), California",19,06,CA,CA-19-2012,68.0,29.0,71.2,26.5
398786,343481,28.6,742267,456332,41955,9088,45635,511344,173237,224348,182785,25532,15637,232846,88986,4190,5988,230910,2180,34285,0.4486,25243,36.9,247380,61529,12182,18041,24825,10407,1649,5025,14732,27986,18426,15603,761,301701,247380,54321,484633,4546,549,1144,"Congressional District 20 (112th Congress), California",20,06,CA,CA-20-2012,71.0,26.0,70.9,26.2
395858,402479,30.6,798337,556259,22910,12327,55012,619582,113155,172103,122405,57957,20550,248848,127056,8546,16865,179640,6407,45368,0.4500,36769,38.8,306855,41605,15722,23292,33490,14793,3537,14712,30301,39608,16525,20895,816,362077,306855,55222,400112,1374,444,89,"Congressional District 21 (112th Congress), California",21,06,CA,CA-21-2012,52.0,46.0,54.6,43.5
411551,389490,34.6,801041,614476,56057,8528,30377,693821,53853,101817,80629,64543,24449,207367,135567,10744,16785,137771,9515,52749,0.4525,55158,39.9,315286,23355,20481,22937,36044,15246,4882,15452,28278,43264,23574,27942,954,362430,315286,47144,235108,2204,431,0,"Congressional District 22 (112th Congress), California",22,06,CA,CA-22-2012,42.0,55.0,41.6,56.6
347780,349683,31.8,697463,534518,13227,5427,41889,509793,119156,181433,100413,74425,22290,163393,103344,8206,18182,115877,11151,56006,0.4659,34922,35.7,326749,31075,15474,25910,36607,10709,5440,15697,32534,40335,30218,13766,1289,363764,326749,37015,327123,1609,313,203,"Congressional District 23 (112th Congress), California",23,06,CA,CA-23-2012,36.0,61.0,36.1,61.5
344389,350100,39.8,694489,537963,12761,5636,44752,563852,57821,120451,53943,101030,31153,166795,134029,10996,31895,64040,21973,79495,0.4319,47987,42.6,323507,10755,20298,31662,36196,9885,10794,30356,27730,34166,20969,17144,1388,362920,323507,39413,172003,3538,474,178,"Congressional District 24 (112th Congress), California",24,06,CA,CA-24-2012,56.0,41.0,54.1,43.1
437841,416606,31.9,854447,527396,76997,5457,58626,678356,80290,165649,94929,69117,26101,258134,136299,9223,23571,144178,10303,57450,0.4365,42559,40.9,325821,3254,25963,36153,38091,18883,11610,16927,25620,40308,22206,21589,1188,377272,325821,51451,271932,7655,3488,1495,"Congressional District 25 (112th Congress), California",25,06,CA,CA-25-2012,49.0,48.0,47.9,49.7
340089,359078,39.2,699167,411069,29294,3801,137079,510945,62956,179934,50240,110790,32013,159657,135809,15848,41329,60046,18001,70662,0.4559,38089,43.0,324021,899,18064,31209,36755,18333,6858,26317,36800,43969,17017,14812,1255,355406,324021,31385,167318,3834,3970,160,"Congressional District 26 (112th Congress), California",26,06,CA,CA-26-2012,56.0,41.0,54.0,43.7
349250,353860,36.6,703110,436680,26336,5174,96582,428067,126172,266119,85982,101057,24992,154306,109861,13295,30937,94012,10140,59169,0.4380,24940,39.8,333868,1039,20716,28933,36715,10095,18417,29629,26011,46110,23024,8705,1214,372401,333868,38533,191875,4905,4412,0,"Congressional District 27 (112th Congress), California",27,06,CA,CA-27-2012,61.0,35.0,62.6,35.0
325561,319191,33.2,644752,437365,27324,2477,43625,379394,153716,258480,120845,78065,22408,156925,82879,10299,18360,142004,14129,49515,0.5370,14069,38.1,301314,2760,22168,29438,31809,11475,17168,14949,18890,38217,20781,5689,1187,348259,301314,46945,265985,2714,1018,36,"Congressional District 28 (112th Congress), California",28,06,CA,CA-28-2012,70.0,26.0,70.3,26.5
313394,333643,40.4,647037,382273,27216,2083,179129,350859,113453,290541,75077,110946,25441,122998,108894,16246,33085,82747,16692,56689,0.4830,24078,41.2,307913,304,11855,24356,30074,11720,16023,25815,30810,49398,18530,12239,1225,343304,307913,35391,114724,3866,3060,113,"Congressional District 29 (112th Congress), California",29,06,CA,CA-29-2012,74.0,23.0,77.0,20.5
331449,354288,39.1,685737,525878,22354,1577,81627,491704,68807,183952,23359,169699,40006,111903,109428,16913,47502,73274,46876,76571,0.5712,27356,38.7,358858,1441,8293,20045,27979,6275,34642,37209,38775,38233,18218,7534,1530,395750,358858,36892,48159,2844,2726,78,"Congressional District 30 (112th Congress), California",30,06,CA,CA-30-2012,66.0,31.0,65.3,32.1
314889,299750,33.8,614639,230623,25095,2610,90583,294415,211236,315329,161447,59193,16296,141101,68016,6310,14927,180320,2849,33594,0.4649,9678,38.3,279744,2059,26693,31711,30049,12004,10924,11176,15208,32037,31803,6405,947,329420,279744,49676,266195,1748,2923,94,"Congressional District 31 (112th Congress), California",31,06,CA,CA-31-2012,56.0,41.0,57.2,40.6
310245,324210,34.3,634455,287146,13670,3462,140214,368479,124718,261294,127649,51576,20493,160869,86768,6988,18460,110836,3278,50272,0.4238,16292,39.5,265382,2236,15793,33073,28980,16692,3462,14726,22148,29853,20261,12866,1116,312730,265382,47348,360197,2637,2111,61,"Congressional District 32 (112th Congress), California",32,06,CA,CA-32-2012,62.0,35.0,65.2,32.5
314218,330314,35.4,644532,225897,155552,3850,84129,401557,142189,238562,101606,97399,21424,129882,78220,10110,22892,144157,10856,40930,0.5294,18112,38.7,307328,1731,14335,19667,33357,12672,20310,16246,25928,36365,26268,9775,1110,352480,307328,45152,137994,2223,1227,493,"Congressional District 33 (112th Congress), California",33,06,CA,CA-33-2012,64.0,33.0,60.6,36.8
330934,322984,30.6,653918,385643,32827,3064,37754,378049,179624,270290,170938,34756,17352,189379,78575,4778,9988,172499,2592,37022,0.4467,9751,37.7,260891,2217,17192,41144,31673,17402,5450,14664,15657,29059,19604,6207,990,304978,260891,44087,431381,4219,4791,517,"Congressional District 34 (112th Congress), California",34,06,CA,CA-34-2012,77.0,19.0,83.0,14.1
313580,343793,31.7,657373,257828,188018,2774,40811,445126,134349,207450,124197,46419,19902,189658,74488,5162,16000,182714,4706,37158,0.4892,19893,38.4,264800,1780,16597,29193,30471,20119,8456,10197,20370,30536,24541,10305,1029,301320,264800,36520,250841,3809,1833,201,"Congressional District 35 (112th Congress), California",35,06,CA,CA-35-2012,64.0,32.0,67.4,30.6
325190,343080,37.2,668270,438824,28370,2001,109248,466569,105166,191808,61459,130391,32384,145810,110757,13959,40073,89644,21659,66723,0.4770,31007,39.7,333339,1335,16388,36812,28557,18538,17483,23797,30613,35115,22379,9462,1379,370328,333339,36989,171190,5692,1269,393,"Congressional District 36 (112th Congress), California",36,06,CA,CA-36-2012,50.0,47.0,50.7,47.5
320698,343566,31.2,664264,287508,137193,2476,69967,462417,116589,194569,117418,54702,20360,184504,73565,7564,15366,153331,4700,45625,0.4564,23055,37.7,269513,1135,13567,30541,31735,21718,6407,13173,21157,40579,20850,9804,1031,320241,269513,50728,283896,4030,1659,261,"Congressional District 37 (112th Congress), California",37,06,CA,CA-37-2012,84.0,13.0,84.9,12.7
321294,324969,33.0,646263,371329,22618,3951,76021,400562,125901,240734,125345,47085,21228,170104,86249,6482,14600,99961,3651,51560,0.4086,18153,38.8,265691,1040,18835,36519,31423,18309,4124,12610,23108,33559,19539,8818,1134,301050,265691,35359,417330,1940,1061,71,"Congressional District 38 (112th Congress), California",38,06,CA,CA-38-2012,61.0,35.0,64.9,33.0
315085,330780,32.5,645865,282781,33564,4388,69000,420598,117570,220681,125678,45129,21854,178058,90443,6388,14451,110145,3480,54143,0.4070,17571,38.7,273114,1851,15725,42436,35550,22453,3729,11111,20384,31808,17529,10150,1160,310863,273114,37749,376937,3314,1350,236,"Congressional District 39 (112th Congress), California",39,06,CA,CA-39-2012,47.0,49.0,47.1,50.8
343374,350954,35.7,694328,409612,19487,2198,143806,463555,115288,224142,75458,95716,26493,169648,116555,15839,29707,91652,14481,68396,0.4367,28279,40.3,317170,1762,18786,40305,38189,13129,5875,20366,25892,37079,22251,12294,1361,352816,317170,35646,221640,2302,1451,194,"Congressional District 40 (112th Congress), California",40,06,CA,CA-40-2012,77.0,19.0,81.5,16.5
387876,399962,35.6,787838,555248,56025,10699,38536,668027,56234,111146,80128,60584,24261,206140,134223,11539,18397,139673,8093,48063,0.4492,61302,40.6,285121,2262,20096,17569,35482,18170,3767,13640,33960,46562,19375,21810,981,338223,285121,53102,239156,3016,930,187,"Congressional District 41 (112th Congress), California",41,06,CA,CA-41-2012,59.0,38.0,61.5,36.3
338678,333363,38.3,672041,427132,15803,3231,135148,496452,62836,169017,41308,118406,35531,159014,132206,12883,45885,50124,21494,85934,0.4242,32579,42.5,320856,1652,15252,36590,37795,13567,7779,28622,27383,37371,19432,15718,1490,354053,320856,33197,171171,2172,2993,170,"Congressional District 42 (112th Congress), California",42,06,CA,CA-42-2012,43.0,54.0,41.4,56.5
371762,388172,28.1,759934,443291,68543,4901,29337,539502,136858,215767,143804,30093,19505,241045,95450,5661,8887,181147,2522,43983,0.4165,21728,37.2,281732,1987,19216,34235,38881,24008,3792,14581,18684,34402,25162,13082,987,355929,281732,74197,484435,6078,1821,124,"Congressional District 43 (112th Congress), California",43,06,CA,CA-43-2012,75.0,22.0,78.0,20.0
435698,432857,32.8,868555,585459,48073,6974,79637,657569,105158,201737,96956,88903,26793,238025,147118,13149,31960,121548,19165,67909,0.4512,39576,40.0,371177,3141,27254,45285,45837,20266,6041,22616,33292,41234,22951,19767,1212,429606,371177,58429,340214,5257,4617,0,"Congressional District 44 (112th Congress), California",44,06,CA,CA-44-2012,81.0,16.0,84.7,13.6
470194,466361,36.1,936555,640128,67323,9230,44061,723337,122585,204338,121657,81611,23275,251867,155742,16536,27996,159303,11786,50001,0.4591,68766,39.9,349218,10466,24597,22686,47819,16032,7479,16576,25021,45591,33299,20432,1059,415047,349218,65829,377863,5746,902,118,"Congressional District 45 (112th Congress), California",45,06,CA,CA-45-2012,46.0,51.0,43.0,54.8
322911,333821,41.5,656732,433723,13831,3700,124277,499438,55453,150216,44412,120513,33898,131850,119403,16145,41652,68496,24230,72787,0.4707,38856,42.0,321151,650,13733,38032,35815,13580,7150,28464,27958,35741,22947,10613,1450,355449,321151,34298,104637,3248,2230,223,"Congressional District 46 (112th Congress), California",46,06,CA,CA-46-2012,58.0,39.0,61.4,36.2
322138,315621,30.3,637759,336459,10936,3245,111369,330862,185265,302863,151063,41267,20395,183258,81315,5526,10620,136989,2396,49013,0.4064,12966,37.6,279322,2640,22644,50743,32755,8596,3556,12969,14815,26428,29655,6425,1235,315395,279322,36073,395720,2148,1318,0,"Congressional District 47 (112th Congress), California",47,06,CA,CA-47-2012,58.0,39.0,60.0,37.5
360175,376099,38.7,736274,505293,8855,2075,147509,537649,83584,190139,31350,167028,40881,166114,143860,21426,61238,67456,40895,86397,0.4659,34364,41.8,361954,1836,12034,45093,38919,7293,9658,43133,30752,42786,22920,9512,1704,393341,361954,31387,96407,2751,1904,504,"Congressional District 48 (112th Congress), California",48,06,CA,CA-48-2012,46.0,51.0,43.0,54.7
414019,398519,32.4,812538,559932,35618,11568,41504,655057,85014,147729,88253,66706,24948,218888,141614,9122,23253,124056,6125,52073,0.4285,60930,38.9,306803,6963,23390,30151,39594,13822,5224,17808,26604,34883,22136,16186,1280,356114,306803,49311,281678,6262,1220,293,"Congressional District 49 (112th Congress), California",49,06,CA,CA-49-2012,49.0,48.0,45.7,52.2
387693,387007,38.3,774700,576514,16147,3146,116240,585679,86826,176296,62988,138046,32311,186141,146474,19055,49631,95709,27699,72709,0.4772,47002,41.5,350813,6681,13689,41955,42065,8250,8481,24627,31273,40588,24968,14567,1395,382352,350813,31539,146603,3467,818,103,"Congressional District 50 (112th Congress), California",50,06,CA,CA-50-2012,39.0,58.0,37.6,60.4
381178,393130,32.6,774308,468667,57596,7082,97762,490322,137493,266130,124282,63450,21999,210816,113643,9223,19402,130760,3968,49910,0.4302,47493,39.3,299655,7922,17520,24351,36773,13080,5293,13817,26826,44964,23417,29193,1002,353728,299655,54073,459740,5887,1229,140,"Congressional District 51 (112th Congress), California",51,06,CA,CA-51-2012,65.0,32.0,69.4,28.9
326992,344433,38.0,671425,533905,26919,5388,45915,551657,51099,109871,45727,94188,31587,155668,124987,16442,23885,76340,15671,66368,0.4324,65566,41.5,304110,1975,20229,26055,32775,12965,6318,22224,26690,41413,18856,23443,1264,339453,304110,35343,109166,5086,1366,376,"Congressional District 52 (112th Congress), California",52,06,CA,CA-52-2012,55.0,43.0,52.1,45.7
345658,319857,31.5,665515,463503,48099,3488,63682,496913,96733,158077,67573,104174,26317,125467,80042,14351,28659,143030,10478,50736,0.4756,49920,33.7,316369,983,12822,22057,32739,11628,5855,23451,35732,32534,35686,18458,1175,356697,316369,40328,202592,4964,1100,231,"Congressional District 53 (112th Congress), California",53,06,CA,CA-53-2012,61.0,36.0,61.4,36.4
340216,339891,33.8,680107,491425,64023,8610,24525,561399,75194,110141,64912,117927,28814,147393,98001,15940,43261,122509,15855,46950,0.5127,38676,36.2,351164,3327,22972,18162,33673,15447,11316,28228,30172,41543,32507,15273,842,387616,351164,36452,176846,3817,1306,609,"Congressional District 1 (112th Congress), Colorado",01,08,CO,CO-01-2012,70.9,27.6,69.0,28.8
375100,365169,34.6,740269,646663,8901,4004,27919,653932,48099,76006,36928,130690,30951,173865,140143,17574,39526,95202,17477,62593,0.4476,45464,39.2,391339,6828,26821,29957,47871,17993,12364,24265,36242,40636,33187,16733,1063,430116,391339,38777,117051,3075,1346,0,"Congressional District 2 (112th Congress), Colorado",02,08,CO,CO-02-2012,61.2,37.2,57.9,39.5
354811,350299,39.6,705110,623223,6295,16797,4990,662590,22683,35013,55598,88583,23378,162253,141321,13666,24672,102024,7845,45847,0.4615,63027,41.1,317808,20123,27795,16938,37721,14875,6804,18665,27078,42707,28279,17112,799,355387,317808,37579,121744,2822,348,209,"Congressional District 3 (112th Congress), Colorado",03,08,CO,CO-03-2012,48.4,49.9,45.8,51.8
374255,365866,35.9,740121,669507,8950,6904,13233,674360,43440,60918,55224,95527,25425,173282,148272,14331,23188,107768,8521,51434,0.4372,55545,39.7,353687,19699,26905,37221,39826,14164,7129,16168,38046,41041,23971,14452,853,385720,353687,32033,129675,923,248,9,"Congressional District 4 (112th Congress), Colorado",04,08,CO,CO-04-2012,41.9,56.4,39.2,58.5
374638,363598,35.8,738236,611129,41407,5233,18356,666063,23609,49874,33302,97765,27340,180827,148454,15569,32066,90928,9624,53486,0.4514,98111,40.4,317237,4027,20130,19883,35982,12448,9286,19886,30233,41301,25349,26560,873,356463,317237,39226,68203,7374,1534,213,"Congressional District 5 (112th Congress), Colorado",05,08,CO,CO-05-2012,39.7,58.8,38.3,59.1
402521,414238,39.3,816759,718557,26112,3706,30800,742856,30416,62351,19554,172984,39819,218601,180279,21508,70126,51527,27332,81193,0.4211,60823,43.3,425596,4831,23940,29104,46885,17998,20266,48452,31565,44493,26491,22301,1148,457535,425596,31939,56429,3341,803,233,"Congressional District 6 (112th Congress), Colorado",06,08,CO,CO-06-2012,53.6,44.9,51.6,46.5
347595,348599,35.0,696194,557683,47555,6423,23937,589642,73567,100457,65767,86383,27772,172356,114086,13137,28001,104237,6632,51751,0.4160,50108,38.9,335588,3923,28686,21199,44079,25252,9067,21414,23418,37283,27648,17641,870,374826,335588,39238,159889,3895,249,1327,"Congressional District 7 (112th Congress), Colorado",07,08,CO,CO-07-2012,57.4,40.7,56.1,41.3
341755,371116,40.5,712871,516847,102310,1743,34360,567413,53013,112350,62263,94144,30745,154872,127646,15188,33723,88960,14879,60241,0.4594,44803,41.5,349043,641,17399,35734,39094,16104,6761,40232,34551,56547,25397,15974,949,392174,349043,43131,9136,69841,1037,4702,"Congressional District 1 (112th Congress), Connecticut",01,09,CT,CT-01-2012,65.8,32.9,63.3,35.6
363705,361487,41.2,725192,634309,30245,1628,22012,659060,21760,49447,40221,92160,31938,152757,146499,18093,30431,56316,15191,69641,0.4274,62204,42.6,356025,2216,18018,49903,41954,13959,6267,25603,39457,51349,19641,14527,968,390893,356025,34868,6191,29490,2654,2146,"Congressional District 2 (112th Congress), Connecticut",02,09,CT,CT-02-2012,58.6,40.0,55.9,42.6
342848,371377,39.4,714225,542290,93133,755,28292,604267,47645,88634,50460,84500,30391,151855,122436,15290,31118,80586,14748,61012,0.4478,47095,41.2,348706,1369,17650,39317,36516,15677,7968,22398,50647,62123,20064,15320,1068,395661,348706,46955,12343,53230,2108,5536,"Congressional District 3 (112th Congress), Connecticut",03,09,CT,CT-03-2012,62.6,36.2,62.6,36.3
349942,369797,39.3,719739,533051,87114,1262,36187,550619,75105,141237,55087,130000,34574,180673,132134,13329,55727,68833,47629,79535,0.5508,29840,42.7,340618,515,20892,24645,33249,10655,10211,46523,29399,46408,16543,8285,1236,381889,340618,41271,13083,49863,2237,6528,"Congressional District 4 (112th Congress), Connecticut",04,09,CT,CT-04-2012,59.6,39.7,55.1,44.0
345545,363137,40.9,708682,560674,46881,2093,20230,590756,44454,86655,58663,99299,30680,163463,131584,15339,33787,83161,19704,63301,0.4719,42045,43.3,348102,2459,23671,39646,41418,11894,7541,26315,37139,56591,18980,11952,942,388869,348102,40767,12178,68879,1499,4554,"Congressional District 5 (112th Congress), Connecticut",05,09,CT,CT-05-2012,56.4,42.4,53.5,45.3
439918,467217,39.1,907135,636680,193899,2794,29930,814728,43815,76362,79516,104599,29766,204625,161755,18035,37357,104831,15387,58814,0.4404,77885,41.1,420365,4995,27060,42589,48632,19087,9601,37559,38354,63884,29416,24115,960,461640,420365,41275,29739,24296,2715,1626,"Congressional District (at Large) (112th Congress), Delaware",AL,10,DE,DE-AL-2012,61.9,36.9,58.6,40.0
292283,325713,33.4,617996,246505,309845,1956,22510,524035,52026,83599,54690,99622,40030,105480,57247,10285,28421,109363,30343,63124,0.5338,29719,34.8,310607,108,10818,3689,14239,11208,12933,18262,30510,31625,17017,56203,1216,350483,310607,39876,8663,2580,1275,2529,"Delegate District (at Large) (112th Congress), District of Columbia",98,11,DC,DC-98-2012,92.46,6.53,90.91,7.28
351092,348115,38.2,699207,542468,95314,4190,16466,645326,18135,38189,56578,69711,23265,154489,125262,12014,23849,107477,7757,44244,0.4457,84561,39.6,294928,3597,21969,14366,39429,16184,5479,17327,19957,42143,30250,26391,890,329681,294928,34753,11582,11060,4824,1000,"Congressional District 1 (112th Congress), Florida",01,12,FL,FL-01-2012,32.0,66.8,30.1,68.5
371148,373751,36.7,744899,530189,167435,2875,13532,688810,18485,42888,63653,83315,23328,149510,125576,12260,28136,136143,7670,43097,0.4749,67500,39.1,320650,4397,20614,14086,36880,12700,6642,19084,37570,38116,27744,39117,871,362874,320650,42224,16284,11140,5550,1082,"Congressional District 2 (112th Congress), Florida",02,12,FL,FL-02-2012,35.2,63.4,34.0,64.6
325968,340727,34.0,666695,249719,358016,2799,13286,560231,53342,87184,84164,41239,18526,167248,77122,6181,12887,186746,2563,31376,0.4689,44755,38.8,265625,2849,17561,17690,31277,19206,4842,18138,21238,34574,33297,11693,805,322558,265625,56933,19330,29059,5709,4080,"Congressional District 3 (112th Congress), Florida",03,12,FL,FL-03-2012,44.2,54.6,41.9,56.6
372246,369830,38.5,742076,571259,112002,2221,30623,654752,28899,68746,64912,95787,27576,157807,135179,14207,36700,91051,10614,50565,0.4515,81191,41.1,336303,3183,18998,19092,40841,19573,4301,36020,26064,42239,27165,23307,946,380364,336303,44061,13484,13070,8142,2136,"Congressional District 4 (112th Congress), Florida",04,12,FL,FL-04-2012,34.8,64.2,32.8,66.1
473468,485201,46.9,958669,846560,63764,3636,12058,873888,25034,60762,91752,88711,22701,189155,206515,13753,34691,142201,4769,43680,0.4293,114343,42.9,338341,4907,24637,18366,51279,20106,10316,20009,30082,44854,25990,14819,859,396014,338341,57673,27816,47457,12987,2622,"Congressional District 5 (112th Congress), Florida",05,12,FL,FL-05-2012,63.2,35.9,63.6,35.4
399048,423552,38.8,822600,638199,122133,2486,23538,731729,33262,68436,63932,76800,22645,172458,154432,14995,27216,130298,6732,44282,0.4401,93911,39.5,331731,3560,20234,16779,42812,16682,6474,22618,36576,50961,33750,18869,887,375348,331731,43617,17977,27343,13725,4363,"Congressional District 6 (112th Congress), Florida",06,12,FL,FL-06-2012,50.1,48.7,46.6,52.2
401098,420732,43.1,821830,672733,85882,2753,18980,719054,35142,74702,62603,102649,24249,175725,152804,16994,41010,122821,11530,47178,0.4911,78698,43.4,344756,2691,18554,21699,49916,14495,7693,32179,27185,50467,28161,15251,946,387027,344756,42271,14363,43752,10874,3621,"Congressional District 7 (112th Congress), Florida",07,12,FL,FL-07-2012,51.1,48.0,49.4,49.4
397462,418014,37.6,815476,625490,81460,1717,46831,604201,73080,145286,68010,106907,23058,177169,139964,17023,44769,137268,11550,45033,0.4832,53861,40.3,383047,2151,20594,18301,47841,18176,9756,23743,29214,43446,53390,9754,961,431685,383047,48638,31345,107713,17524,9611,"Congressional District 8 (112th Congress), Florida",08,12,FL,FL-08-2012,43.8,54.9,42.1,56.6
373630,395088,43.3,768718,659259,45999,3666,23334,654382,43366,92737,59249,95992,25810,166310,153282,16969,39024,112450,13686,47046,0.4896,72442,43.2,320605,4138,17114,17190,43096,13379,7401,32098,23372,45916,20354,12144,945,358600,320605,37995,31475,31555,10230,2834,"Congressional District 9 (112th Congress), Florida",09,12,FL,FL-09-2012,54.6,44.5,55.6,43.4
