,B01001_002E,B01001_026E,B01002_001E,B01003_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B03002_012E,B05001_002E,B05001_006E,B05012_003E,B06009_002E,B06009_005E,B06011_001E,B09001_001E,B11001_003E,B15012_009E,B15012_010E,B17001_002E,B19001_017E,B19013_001E,B19083_001E,B21001_002E,B23013_001E,B24050_001E,B24050_002E,B24050_005E,B24050_006E,B24050_008E,B24050_009E,B24050_012E,B24050_013E,B24050_021E,B24050_022E,B24050_025E,B24050_027E,B25031_001E,B28007_002E,B28007_003E,B28007_009E,C03001_004E,C03001_005E,C03001_006E,C03001_007E,District_Name,CD,State_Id,State,CD_Id,Incumbent_Rep_Party,Clinton_2016,Trump_2016,Obama_2012,Romney_2012,Obama_2008,McCain_2008,State_AB
416,355756,367710,40.1,723466,647190,52556,1686,3409,19363,706349,7220,13412,76522,47235,21692,163350,141415,11514,13938,129351,4826,40358,0.4658,45562,40.0,291481,13560,18324,51158,36161,18213,3114,10235,28278,37967,18567,13357,630,307624,288863,18761,12343,3249,496,53,"Congressional District 1 (114th Congress), Kentucky",01,21,KY,KY-01,R,23.9,72.4,32.1,66.4,36.9,61.6,KY
417,366434,381211,38.5,747645,666454,42124,1813,10428,23266,716397,16281,24668,72784,58493,23380,175378,149943,13860,19374,118097,6141,46401,0.4506,54810,39.6,330213,7309,22793,58567,38781,20025,6487,17726,28564,42095,24092,13516,682,347972,325341,22631,13511,3893,353,180,"Congressional District 2 (114th Congress), Kentucky",02,21,KY,KY-02,R,27.6,67.5,35.1,63.3,37.2,61.5,KY
418,358379,384449,38.0,742828,537232,157930,1715,18997,36839,684927,29407,50335,50452,99041,27346,166606,118987,17822,41231,111963,11986,50450,0.4742,46792,39.2,364911,2106,17967,42282,40054,26974,6082,28485,30741,58510,30324,10850,789,384966,362042,22924,14734,3822,9923,613,"Congressional District 3 (114th Congress), Kentucky",03,21,KY,KY-03,D,54.9,39.9,55.7,42.8,56.2,42.8,KY
419,374447,376002,38.6,750449,692782,26388,571,9385,25177,723969,13404,23369,59220,83804,27833,181783,145165,16548,31630,98931,13301,55744,0.4672,51896,40.6,352096,6075,18577,48428,42072,23496,6281,24246,26377,49247,28874,15633,764,369965,351096,18869,14344,1501,465,277,"Congressional District 4 (114th Congress), Kentucky",04,21,KY,KY-04,R,29.3,65.2,34.8,63.4,37.0,61.5,KY
420,353116,354418,40.9,707534,684736,10647,1456,2235,7534,700653,2946,5017,118819,32983,17724,156954,137583,8377,8450,197179,3447,31339,0.4916,38204,40.1,228857,9608,14252,23977,32494,11435,3572,8587,27136,39136,17580,10930,558,251512,226408,25104,4115,1081,236,0,"Congressional District 5 (114th Congress), Kentucky",05,21,KY,KY-05,R,17.5,79.6,23.2,75.0,31.6,66.6,KY
421,366760,386410,36.9,753170,637318,66073,1673,15172,33948,706926,29882,40535,66167,85309,25636,166512,135027,17797,28700,138534,10559,49531,0.4762,44196,37.9,361409,10380,20272,50939,46305,13222,4858,14045,38859,50004,30774,21180,741,377515,355733,21782,22227,3295,774,139,"Congressional District 6 (114th Congress), Kentucky",06,21,KY,KY-06,R,39.4,54.7,42.2,55.8,44.8,53.7,KY
422,391300,414840,38.1,806140,639098,113677,8682,16486,70298,746546,31402,53554,69107,106605,28065,184451,143794,21627,38284,123258,15418,54677,0.4767,44826,40.3,380447,10860,33287,23283,42360,20766,6018,26312,33896,48056,36541,18539,896,401848,378717,23131,18102,3535,5161,870,"Congressional District 1 (114th Congress), Louisiana",01,22,LA,LA-01,R,26.7,68.7,26.9,70.9,25.3,72.7,LA
423,379769,411624,35.6,791393,257161,478785,1699,24074,49873,736909,27983,48880,96048,76900,22438,182020,91823,13904,23288,184592,6316,37856,0.4972,34120,38.5,351121,5808,29800,23308,39738,19617,5274,15310,29446,48655,41242,20135,871,384787,349487,35300,11510,3471,1123,3758,"Congressional District 2 (114th Congress), Louisiana",02,22,LA,LA-02,D,74.6,22.2,75.8,22.8,73.4,25.4,LA
424,382863,399554,35.7,782417,550483,190762,3294,12544,29493,754971,16137,23652,86659,71436,23809,194869,136044,16134,20831,143661,12448,46766,0.4925,42094,38.7,351520,30496,23484,31339,42727,14757,3709,14348,31604,49511,28981,14306,733,376885,349834,27051,14917,2720,1610,418,"Congressional District 3 (114th Congress), Louisiana",03,22,LA,LA-03,R,29.2,67.3,32.3,66.1,34.1,64.2,LA
425,375798,383115,36.5,758913,461445,259324,5157,7696,28158,734128,8748,17822,76091,62669,22387,187130,124975,14535,20044,162672,7699,40689,0.4900,56034,39.3,292917,17943,20920,22727,33644,15187,4666,14215,26468,44866,19736,19416,731,316191,292728,23463,19550,1785,1022,67,"Congressional District 4 (114th Congress), Louisiana",04,22,LA,LA-04,R,36.6,60.6,39.7,59.0,39.9,58.9,LA
426,373657,372364,37.3,746021,459743,269584,1858,3129,16885,733361,7551,10722,93595,55654,20026,178921,112055,10909,14579,172390,6350,35321,0.5004,41818,39.6,280960,12159,21003,18449,34151,14886,6179,12949,26648,50657,21182,18920,653,303737,279103,24634,10563,1070,942,171,"Congressional District 5 (114th Congress), Louisiana",05,22,LA,LA-05,R,34.1,63.5,37.7,61.0,36.7,62.0,LA
427,382912,402928,35.2,785840,546763,190243,1955,17110,33871,749281,18254,31739,55270,97475,30331,188794,137813,17359,31659,103373,14660,60440,0.4566,40919,38.1,380847,8159,32690,40398,41205,18755,6856,22530,39914,51821,22957,19202,915,398042,378602,19440,16184,3395,2352,343,"Congressional District 6 (114th Congress), Louisiana",06,22,LA,LA-06,R,31.0,64.8,32.0,66.1,30.9,67.5,LA
428,327385,344624,44.5,672009,633698,9651,2398,9351,11214,637505,11442,28331,30345,116954,29404,128390,133339,18525,25589,67727,12183,59452,0.4501,52561,42.9,347546,6930,23801,32740,43866,10699,7533,26098,34917,58192,26481,12939,889,358798,343580,15218,3404,2950,619,466,"Congressional District 1 (114th Congress), Maine",01,23,ME,ME-01,D,54.1,39.3,59.6,38.2,60.7,37.5,ME
429,323645,333674,44.6,657319,624376,5144,6568,3940,8938,633722,7696,16363,49254,70559,22692,127469,131103,12438,15949,104893,4838,44560,0.4425,54527,42.5,300868,10505,23078,27894,41034,14091,5017,14485,33084,55261,18460,12408,701,315368,295989,19379,1951,2858,960,253,"Congressional District 2 (114th Congress), Maine",02,23,ME,ME-02,D,41.1,51.4,53.0,44.4,54.6,43.4,ME
430,357011,368488,42.4,725499,601650,85217,1188,16105,27461,680070,17094,37046,47617,90929,32114,155901,147353,16252,31226,66806,17018,69824,0.4393,49328,42.9,356356,5426,28226,28229,43812,15820,5568,23942,34438,48299,26933,25783,1014,374044,354599,19445,8173,6528,847,710,"Congressional District 1 (114th Congress), Maryland",01,24,MD,MD-01,R,33.4,62.0,37.7,60.4,38.4,59.6,MD
431,364559,398597,36.3,763156,423026,262583,2593,39707,53748,660007,51784,92713,59408,95806,32023,177775,121692,19740,33771,86190,12966,62278,0.4321,47439,39.8,373656,604,21274,21807,46696,18506,7408,21272,34767,54799,22906,33951,1188,394837,372411,22426,16844,7588,1222,1763,"Congressional District 2 (114th Congress), Maryland",02,24,MD,MD-02,D,60.1,35.7,63.1,35.0,60.6,37.5,MD
432,365469,393214,36.7,758683,494203,151158,1761,60094,70567,621421,55963,123806,48313,131936,39773,161509,132584,23282,44808,58359,31713,81231,0.4474,47242,38.3,395018,423,21815,18575,37013,16334,9959,25396,41546,57880,28953,36827,1394,416097,393635,22462,15129,7808,2096,1961,"Congressional District 3 (114th Congress), Maryland",03,24,MD,MD-03,D,62.8,32.3,60.7,37.1,60.1,38.0,MD
433,358496,387133,36.8,745629,216190,394713,2407,26042,115185,591666,88459,145109,66615,98830,36961,174870,109834,15723,37991,64785,20487,78412,0.4117,49195,40.6,395429,608,33405,8848,38434,23739,7833,16490,34091,49565,30748,50950,1357,418522,395140,23382,14480,3155,946,3287,"Congressional District 4 (114th Congress), Maryland",04,24,MD,MD-04,D,77.2,19.7,78.1,20.8,77.3,21.8,MD
434,371959,388775,38.2,760734,378886,286218,1818,31762,66011,657900,47725,90895,43404,101324,42106,171285,136882,14759,37221,49312,26422,91820,0.3793,62617,41.8,393701,1783,32220,10939,34779,18886,8226,20160,38394,44838,22969,63652,1511,409061,389781,19280,17277,6403,2073,1236,"Congressional District 5 (114th Congress), Maryland",05,24,MD,MD-05,D,64.1,32.1,66.1,32.4,65.1,33.6,MD
435,377979,383942,38.4,761921,520219,105018,1356,83299,100739,588457,76850,161110,53682,111843,35388,181487,147103,20184,38342,67912,31111,73641,0.4673,39378,41.7,378323,2482,26884,20860,36904,15671,8702,24854,32614,46925,25368,34260,1259,394737,377158,17579,10630,6422,2092,1691,"Congressional District 6 (114th Congress), Maryland",06,24,MD,MD-06,D,55.3,40.2,55.2,42.8,56.3,42.0,MD
436,348575,380426,38.3,729001,254691,393457,1372,53326,24478,643429,34767,77107,56846,101932,30550,155414,96984,17024,36065,118009,22024,59026,0.5126,39414,40.1,329932,703,14141,15451,31335,17576,6575,20984,37668,57508,19107,33162,1044,358189,328142,30047,3671,4217,382,722,"Congressional District 7 (114th Congress), Maryland",07,24,MD,MD-07,D,75.8,20.2,76.2,22.3,76.2,22.4,MD
