,B01001_002E,B01001_026E,B01002_001E,B01003_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B03002_012E,B05001_002E,B05001_006E,B05012_003E,B06009_002E,B06009_005E,B06011_001E,B09001_001E,B11001_003E,B15012_009E,B15012_010E,B17001_002E,B19001_017E,B19013_001E,B19083_001E,B21001_002E,B23013_001E,B24050_001E,B24050_002E,B24050_005E,B24050_006E,B24050_008E,B24050_009E,B24050_012E,B24050_013E,B24050_021E,B24050_022E,B24050_025E,B24050_027E,B25031_001E,B28007_002E,B28007_003E,B28007_009E,C03001_004E,C03001_005E,C03001_006E,C03001_007E,District_Name,CD,State_Id,State,CD_Id,Incumbent_Rep_Party,Clinton_2016,Trump_2016,Obama_2012,Romney_2012,Obama_2008,McCain_2008,State_AB
281,368223,387553,36.8,755776,330572,131230,5401,153406,169200,538955,101566,203846,81776,140989,31296,142838,112192,17763,31708,121544,32253,66046,0.5050,26151,38.3,393824,2053,20208,24049,33874,20231,15017,21129,43767,51568,30025,15715,1361,414721,389369,25352,120562,8571,1602,358,"Congressional District 13 (114th Congress), California",13,06,CA,CA-13,D,87.4,6.8,87.5,9.0,87.0,10.0,CA
282,373852,383210,39.5,757062,339046,21961,2349,256559,184164,455122,116149,286689,67363,150406,37466,150519,134104,19422,49394,71013,44590,98129,0.4582,25170,40.5,399823,2070,19011,28747,44108,25803,13303,25450,29995,48984,38059,14350,1910,420611,397846,22765,106647,5692,1915,284,"Congressional District 14 (114th Congress), California",14,06,CA,CA-14,D,76.9,18.2,74.2,23.6,73.0,24.0,CA
283,380397,391403,37.9,771800,353731,46607,5056,260823,171040,495773,120526,265023,53494,145125,41272,189212,149712,18757,50046,55861,41045,100634,0.4201,23670,41.3,383788,1799,21664,45141,35632,23769,13203,27526,25237,48121,21103,13689,1738,400249,382949,17300,134485,4311,511,198,"Congressional District 15 (114th Congress), California",15,06,CA,CA-15,D,69.9,24.2,68.0,29.8,67.0,30.0,CA
284,368926,371699,30.0,740625,446767,38331,7475,72400,447635,547268,124403,189673,143885,36784,18995,228900,95269,5733,8802,221505,4768,39211,0.4731,23624,36.7,271480,35813,18310,29729,28445,13494,2026,7881,21979,35345,19602,13277,868,305262,270621,34641,425244,2962,896,204,"Congressional District 16 (114th Congress), California",16,06,CA,CA-16,D,58.0,36.4,58.6,39.4,57.0,40.0,CA
285,385760,374684,36.8,760444,235635,19034,2500,402466,123131,385130,173134,365227,47314,152395,45209,160999,156426,19553,44421,50994,50949,111024,0.4150,18527,39.8,387214,567,11688,79849,30793,11364,19682,18204,23980,39095,21346,8634,2126,405983,385469,20514,95897,2061,416,59,"Congressional District 17 (114th Congress), California",17,06,CA,CA-17,D,73.9,20.5,71.9,25.5,69.0,28.0,CA
286,363635,375139,39.6,738774,471316,13265,1825,168606,117774,514827,102872,212942,36004,150424,51721,167738,152395,19370,44089,51389,76902,120089,0.4976,23879,42.2,377605,1802,17670,53906,27854,8361,24179,23793,43090,39028,21557,9249,1883,388118,374359,13759,91043,2004,1579,797,"Congressional District 18 (114th Congress), California",18,06,CA,CA-18,D,73.4,20.2,68.2,28.9,70.0,27.0,CA
287,387061,378082,36.8,765143,331665,22390,4438,207126,316342,476894,121747,274054,99709,110622,31264,179547,128000,13832,35160,73782,32087,85536,0.4579,22748,41.0,379214,3298,28490,62111,39209,13827,10460,15655,28438,41879,30840,12740,1662,400764,376062,24702,279988,5131,1145,460,"Congressional District 19 (114th Congress), California",19,06,CA,CA-19,D,72.9,21.5,71.2,26.5,68.0,29.0,CA
288,370897,362855,34.4,733752,516247,12566,5879,37766,388510,524435,139679,198527,124256,75891,24967,180229,108740,9254,16577,107865,15126,61507,0.4676,27327,38.4,322351,45543,22640,19497,31776,10457,3702,10856,30705,34834,33000,14366,1359,338975,319543,19432,357333,4069,593,336,"Congressional District 20 (114th Congress), California",20,06,CA,CA-20,D,70.4,23.2,70.9,26.2,71.0,26.0,CA
289,376762,339609,29.6,716371,525154,27358,8395,22610,535377,496625,157975,212051,169792,26248,18395,223651,95579,3474,8099,204517,3656,37970,0.4646,20241,36.7,257518,75781,12054,16079,25086,11022,1572,4898,18070,24949,14777,15347,821,293154,256863,36291,510363,1959,884,167,"Congressional District 21 (114th Congress), California",21,06,CA,CA-21,D,55.2,39.7,54.6,43.5,52.0,46.0,CA
290,365160,376153,32.8,741313,545036,25338,4992,56057,346341,606963,73693,128148,87193,72674,25190,200831,119853,13815,20264,146164,10386,53886,0.4570,32101,38.8,314786,28070,13881,22939,36207,13250,5282,16024,32683,44625,24167,23491,959,341050,313872,27178,326630,2728,160,0,"Congressional District 22 (114th Congress), California",22,06,CA,CA-22,R,42.6,52.1,41.6,56.6,42.0,55.0,CA
291,377527,361163,33.3,738690,560410,52168,5523,39169,278191,632524,52528,99472,79648,61050,27334,208304,121582,10317,16146,126786,10593,59341,0.4519,40581,39.4,293676,28357,19389,16572,32060,14946,3638,13214,30796,37756,19088,23633,954,320516,293203,27313,252451,4571,508,440,"Congressional District 23 (114th Congress), California",23,06,CA,CA-23,R,36.1,58.1,36.1,61.5,36.0,61.0,CA
292,370654,366103,35.8,736757,597579,14973,5511,35289,264994,595745,83388,131302,73632,96593,26499,152205,125898,13954,23855,108497,19807,63199,0.4746,39468,37.0,348483,24533,21714,26823,35632,12415,6553,15754,39364,43742,34470,15734,1366,361722,342141,19581,235167,3132,653,0,"Congressional District 24 (114th Congress), California",24,06,CA,CA-24,D,56.7,36.5,54.1,43.1,56.0,41.0,CA
293,359604,360712,36.0,720316,471893,59429,3850,65485,268191,562805,60462,150616,66763,84548,31356,185712,125554,11871,27742,87089,19191,75732,0.4388,32023,41.9,318928,2394,21687,31733,38114,14090,12751,24017,27718,41759,20242,16069,1397,342620,317697,24923,194240,4436,2723,630,"Congressional District 25 (114th Congress), California",25,06,CA,CA-25,D,50.3,43.6,47.9,49.7,49.0,48.0,CA
294,357365,367719,37.3,725084,584983,13160,7595,51575,326195,542479,101288,175270,87572,97196,30374,174382,126575,15375,30137,73290,24453,77744,0.4457,33404,40.6,340023,22162,19899,37025,37603,12641,8384,22221,26577,36201,25837,15353,1536,364406,339646,24760,295250,2967,433,68,"Congressional District 26 (114th Congress), California",26,06,CA,CA-26,D,57.9,36.0,54.0,43.7,56.0,41.0,CA
295,350357,382882,41.4,733239,281509,35072,2055,279772,204933,437599,110764,287247,75455,133360,30080,146903,128507,16907,46732,93994,26614,71343,0.4855,20705,42.6,353412,925,17448,28311,31377,16491,11166,29821,38511,48911,28450,12302,1349,371116,350679,20437,164322,1346,2865,36,"Congressional District 27 (114th Congress), California",27,06,CA,CA-27,D,66.0,28.4,62.6,35.0,61.0,35.0,CA
296,356279,358618,39.5,714897,481697,21766,2021,96803,173304,417850,109537,284340,66329,162332,31320,112068,113377,19565,44364,98526,32126,61405,0.5247,19325,38.8,392029,1830,14991,21077,34598,11590,38750,26581,25793,51815,28127,11866,1358,417120,389631,27489,91496,3008,3922,159,"Congressional District 28 (114th Congress), California",28,06,CA,CA-28,D,72.1,22.3,70.3,26.5,70.0,26.0,CA
297,359891,360641,33.8,720532,403201,28394,3583,55351,495946,401227,162351,308949,147278,71198,21644,174615,96358,9352,18271,150982,5982,47608,0.4442,14738,37.9,345247,2515,31055,32347,39344,17560,14610,17268,20004,44865,27719,8082,1208,372646,344676,27970,345947,3908,4592,142,"Congressional District 29 (114th Congress), California",29,06,CA,CA-29,D,77.7,16.8,77.0,20.5,74.0,23.0,CA
298,376995,394113,38.6,771108,502195,33276,2484,102064,223047,498797,107836,263101,61435,151919,33194,152148,129019,19985,44431,81092,31685,75853,0.4910,21834,40.4,403627,1915,23468,25133,38728,12655,30533,33286,33997,50697,25145,8002,1529,426381,401273,25108,137465,2536,3319,234,"Congressional District 30 (114th Congress), California",30,06,CA,CA-30,D,69.1,25.7,65.3,32.1,66.0,31.0,CA
299,365097,373385,32.3,738482,454523,80575,3915,60055,382284,565715,86437,164599,89959,62629,24331,196101,102338,12279,23609,139720,7903,54453,0.4459,25342,37.3,317640,1550,20606,26951,40592,27006,4403,15699,32130,46390,22903,17544,1177,342221,314189,28032,324982,5806,2211,181,"Congressional District 31 (114th Congress), California",31,06,CA,CA-31,D,57.7,36.6,57.2,40.6,56.0,41.0,CA
300,356601,376326,36.6,732927,360923,13948,4202,124006,464333,469975,112791,256334,126136,69771,23607,165812,104514,9146,25840,93969,7809,61756,0.4119,20747,40.4,336134,2678,19866,44095,41420,22188,7433,17767,29729,39446,25781,10719,1310,359948,333339,26609,406287,3643,3023,79,"Congressional District 32 (114th Congress), California",32,06,CA,CA-32,D,66.6,27.7,65.2,32.5,62.0,35.0,CA
301,349192,369081,40.8,718273,515373,26893,2739,102178,93500,539128,62032,167834,21172,183896,50083,137608,133877,18625,62727,62725,63821,97074,0.5296,28500,41.4,365213,1291,10173,29209,30585,14244,25528,37245,37312,41312,18380,8386,1888,381230,360493,20737,58520,2911,3660,42,"Congressional District 33 (114th Congress), California",33,06,CA,CA-33,D,67.8,26.5,60.6,36.8,64.0,33.0,CA
302,371559,363591,34.2,735150,298677,34643,11250,144019,471669,389907,206907,336947,174729,87293,19261,157926,82376,10715,22881,190707,8368,38326,0.5105,10770,37.5,354331,1967,26560,37335,39774,16073,12447,15844,23208,39388,41447,8057,1071,381495,351819,29676,320082,2786,3073,778,"Congressional District 34 (114th Congress), California",34,06,CA,CA-34,D,83.6,10.7,83.0,14.1,77.0,19.0,CA
303,373266,366553,31.6,739819,334892,45776,5362,52484,529021,507757,135033,225168,137540,49732,22778,200767,100540,6841,18196,124129,4468,56215,0.4041,19666,37.7,323402,2201,25593,41647,42251,32654,3561,14243,23422,34220,25260,12202,1228,352964,321839,31125,460430,3752,1091,511,"Congressional District 35 (114th Congress), California",35,06,CA,CA-35,D,67.7,26.9,67.4,30.6,64.0,32.0,CA
304,376994,373651,39.6,750645,521032,36124,9177,23831,374173,575901,99344,166051,106266,63061,22443,180275,122220,10257,22717,153152,11215,46471,0.5040,45179,39.7,280700,11156,20619,11111,38615,11950,4509,16441,20838,35819,31808,11138,1005,312297,279364,32933,343603,2936,1055,175,"Congressional District 36 (114th Congress), California",36,06,CA,CA-36,D,52.2,43.4,50.7,47.5,50.0,47.0,CA
305,351410,371371,35.2,722781,299635,171348,5216,70936,275177,483149,132970,232236,98237,113127,27060,141073,90269,11810,31977,138528,19262,51114,0.5259,17021,37.8,362044,1812,18699,21684,34576,18001,23435,21331,39151,39017,30122,9838,1311,388001,358757,29244,164562,2017,1390,450,"Congressional District 37 (114th Congress), California",37,06,CA,CA-37,D,85.7,9.6,84.9,12.7,84.0,13.0,CA
306,360953,364480,36.9,725433,328116,28174,5614,111809,453285,493322,90566,224888,98184,74434,26524,165949,113952,11624,23605,78750,9582,62697,0.4173,24643,40.4,329917,1500,20224,41531,42257,25059,4715,17117,26591,45627,21242,12992,1315,350733,328599,22134,394801,4066,2267,308,"Congressional District 38 (114th Congress), California",38,06,CA,CA-38,D,67.0,27.4,64.9,33.0,61.0,35.0,CA
307,359870,371454,39.2,731324,392002,12735,2925,226345,255413,477922,96327,244518,59042,138830,32446,160579,138522,19737,51934,68886,24193,81183,0.4264,26372,42.4,349497,1596,18023,44288,36878,13856,8213,29736,34527,44105,24810,12460,1564,372522,348136,24386,217169,2832,1028,0,"Congressional District 39 (114th Congress), California",39,06,CA,CA-39,D,51.5,42.9,47.1,50.8,47.0,49.0,CA
308,356901,364136,30.8,721037,435825,34772,3574,18011,631742,418489,196319,297224,203182,30824,19837,206454,87493,3307,9715,171497,3345,42497,0.4322,7198,38.6,311326,2516,22287,54407,38492,24010,3866,11679,17470,32034,27997,7587,1072,340286,311107,29179,525575,3038,2919,229,"Congressional District 40 (114th Congress), California",40,06,CA,CA-40,D,82.2,12.8,81.5,16.5,77.0,19.0,CA
309,373117,372513,30.9,745630,394462,69366,4784,38244,432292,554614,98636,182256,113903,49046,24322,197951,106165,8735,16436,126662,7300,58592,0.4144,28439,36.8,325320,3483,35146,29962,44844,25421,4070,13156,26111,43821,23080,13679,1189,356111,321882,34229,389423,5211,1440,44,"Congressional District 41 (114th Congress), California",41,06,CA,CA-41,D,61.0,33.1,61.5,36.3,59.0,38.0,CA
310,379611,393249,35.8,772860,505655,40577,3948,78811,294532,602237,73596,160110,70036,77206,30136,208565,135890,12842,27970,91265,14391,72536,0.4104,42848,41.4,332676,2842,30202,39408,44991,16008,4084,19537,27171,38006,20623,18332,1468,365252,332141,33111,249375,4747,2871,605,"Congressional District 42 (114th Congress), California",42,06,CA,CA-42,R,41.4,53.4,41.4,56.5,43.0,54.0,CA
311,360772,383672,34.7,744444,239159,168304,3289,94330,359607,504301,123866,230671,108265,81647,24055,183569,98600,8960,25711,152651,10825,50885,0.4759,20148,39.3,342157,1484,17604,32991,38000,30862,11051,18716,26232,41060,31552,10526,1215,367893,339769,28124,266499,4012,3312,545,"Congressional District 43 (114th Congress), California",43,06,CA,CA-43,D,78.4,16.7,78.0,20.0,75.0,22.0,CA
312,349104,363100,32.3,712204,329929,107704,11521,47455,494460,460675,134248,243811,157097,42765,20983,192747,83031,8641,12332,149186,4968,49037,0.4292,14644,38.0,307105,1842,20071,43102,32679,27499,4869,12000,19513,40457,26028,8780,1092,338913,306288,32625,420874,2965,1482,1178,"Congressional District 44 (114th Congress), California",44,06,CA,CA-44,D,83.0,12.3,84.7,13.6,81.0,16.0,CA
313,376563,394987,39.5,771550,476766,17483,738,189250,137862,527363,105522,233503,34453,176054,41571,163053,152851,22254,74097,79157,44256,93374,0.4521,28722,42.2,384641,1032,16355,49341,34442,12965,9225,41073,35252,42838,26687,12759,1897,402576,381875,20701,105385,2729,2372,89,"Congressional District 45 (114th Congress), California",45,06,CA,CA-45,D,49.8,44.4,43.0,54.8,46.0,51.0,CA
314,372125,366285,31.7,738410,439954,14315,3907,89598,496783,425739,197572,305696,161785,57840,22411,195761,94434,7862,16541,131809,6149,57583,0.4147,14173,37.4,355275,2811,30737,51398,34683,12447,6264,20389,21878,36275,40738,6891,1389,375888,353841,22047,449819,3254,1005,0,"Congressional District 46 (114th Congress), California",46,06,CA,CA-46,D,66.3,27.9,61.4,36.2,58.0,39.0,CA
315,356555,361784,37.1,718339,395061,50888,10921,158377,260614,485785,97325,222739,95504,97004,28087,160425,109907,12656,29343,121110,15675,59744,0.4639,26661,40.6,344068,1559,19341,40832,34196,20725,5775,20522,30398,44287,28744,12862,1235,362673,342533,20140,220345,3392,1559,331,"Congressional District 47 (114th Congress), California",47,06,CA,CA-47,D,62.6,31.0,60.0,37.5,58.0,39.0,CA
316,356523,367559,42.0,724082,487071,9316,4480,132088,146880,532226,69651,182787,55089,148393,36834,141547,136062,18689,51669,76228,39985,83001,0.4953,32000,42.0,369001,3226,17529,44838,38800,11831,7908,39249,31011,39296,27618,8973,1762,387679,368217,19462,116963,3974,1888,505,"Congressional District 48 (114th Congress), California",48,06,CA,CA-48,D,47.9,46.2,43.0,54.7,46.0,51.0,CA
317,374755,361073,37.8,735828,592527,18940,3373,51249,189640,597903,53691,127421,44512,130819,34073,165462,142054,16200,47197,70558,36520,81611,0.4748,47080,40.1,346352,4285,19930,38576,38829,9878,9245,21914,30235,36507,28690,12455,1723,365570,345834,19736,163461,5568,1704,1870,"Congressional District 49 (114th Congress), California",49,06,CA,CA-49,D,50.7,43.2,45.7,52.2,49.0,48.0,CA
318,376673,376813,36.9,753486,588334,18985,7597,47545,236904,591702,78146,151481,67804,90908,29869,181659,134027,12581,30593,89867,14400,66103,0.4198,57954,39.7,345683,5593,30033,29860,38633,14572,5682,18809,27385,41178,27662,15157,1327,369710,344655,25055,209181,4200,1565,902,"Congressional District 50 (114th Congress), California",50,06,CA,CA-50,R,39.6,54.6,37.6,60.4,39.0,58.0,CA
319,361772,363040,32.5,724812,463937,44446,4824,65149,511457,451745,142344,256072,143358,44219,19465,188882,91505,5436,12227,171748,3132,41085,0.4444,32242,37.6,280238,6922,20866,18918,35124,14981,3226,10070,19852,37446,33115,17015,1015,316388,279874,36514,491003,3923,713,263,"Congressional District 51 (114th Congress), California",51,06,CA,CA-51,D,71.8,22.8,69.4,28.9,65.0,32.0,CA
320,379580,375918,36.3,755498,521966,22208,2562,145039,118641,553739,83717,186870,28064,168871,39949,147773,137192,26596,55013,72921,37330,84479,0.4560,53825,37.6,383055,1267,12501,40471,33180,10448,13114,26176,40113,49503,33308,17451,1750,401180,380849,20331,92240,2795,1405,459,"Congressional District 52 (114th Congress), California",52,06,CA,CA-52,D,58.1,35.6,52.1,45.7,55.0,43.0,CA
321,389285,387298,35.0,776583,499756,72302,3042,99812,265535,582921,76069,174862,62327,125668,31246,160060,121361,19277,37068,96700,15941,66917,0.4289,60539,36.8,386610,1007,16006,27422,38307,17919,8486,24060,40288,49660,33998,25545,1373,416362,385026,31336,236647,4451,2891,402,"Congressional District 53 (114th Congress), California",53,06,CA,CA-53,D,64.5,29.6,61.4,36.4,61.0,36.0,CA
322,401828,401808,34.7,803636,633036,66926,7167,26818,221983,670596,83276,120660,73074,163525,35086,164830,122005,23042,56845,115077,24780,60576,0.4953,38385,36.4,438960,5893,36543,24118,42737,18840,15617,35165,34231,51549,37501,16218,1104,457543,434845,22698,181610,3618,769,165,"Congressional District 1 (114th Congress), Colorado",01,08,CO,CO-01,D,69.0,23.2,69.0,28.8,70.9,27.6,CO
323,396480,385798,37.3,782278,711835,6634,2622,27090,82149,714050,31510,57116,18710,169464,32315,153902,156822,24485,48839,81721,29407,72468,0.4675,45895,38.5,428451,8501,27427,36788,43029,10661,13050,21983,55646,46401,32872,15527,1252,441788,423211,18577,56184,2681,1906,413,"Congressional District 2 (114th Congress), Colorado",02,08,CO,CO-02,D,56.2,34.9,57.9,39.5,61.2,37.2,CO
324,371675,366137,39.0,737812,653349,8760,16307,5603,181423,685079,30145,44945,52291,103269,25844,163705,139849,17985,32198,110554,10226,50010,0.4666,54106,39.7,342043,17630,33404,16289,44074,16299,4835,18787,27524,45004,33643,16680,862,364825,339301,25524,115964,1986,895,7,"Congressional District 3 (114th Congress), Colorado",03,08,CO,CO-03,R,40.0,52.0,45.8,51.8,48.4,49.9,CO
325,397249,390691,36.9,787940,715457,10060,6426,16145,172040,715485,42382,64375,48143,114603,33307,205010,168371,14465,40229,74070,20791,72390,0.4397,46256,40.9,388662,22620,30735,33575,41247,20108,10702,26035,31272,46452,24478,17547,1030,406004,386855,19149,135963,4023,1769,970,"Congressional District 4 (114th Congress), Colorado",04,08,CO,CO-04,R,34.3,57.4,39.2,58.5,41.9,56.4,CO
326,394944,375838,35.3,770782,623553,47785,4862,20243,121565,693521,24505,52140,28920,108597,29043,182846,156733,17379,32954,79639,13192,58882,0.4327,92936,38.2,344652,3567,24081,19379,43687,14911,8232,23317,31220,44594,30338,23070,1030,366492,343576,22916,72552,12263,3823,654,"Congressional District 5 (114th Congress), Colorado",05,08,CO,CO-05,R,33.2,57.2,38.3,59.1,39.7,58.8,CO
327,392127,404029,36.3,796156,589936,70004,4680,41613,163880,669149,66499,113421,40995,139864,35922,204089,154729,20381,54203,65778,23777,74430,0.4381,51284,40.6,414688,6956,29099,25586,50008,23720,16006,38253,29403,52448,27465,16359,1222,434116,414533,19583,117573,6433,1761,859,"Congressional District 6 (114th Congress), Colorado",06,08,CO,CO-06,D,50.2,41.3,51.6,46.5,53.6,44.9,CO
328,386717,391253,36.1,777970,680224,14640,7074,25368,221238,685690,51055,84409,61720,109710,31988,182390,139531,16378,35528,86710,14238,62330,0.4228,47042,39.2,407659,6565,37691,35120,47464,21661,13091,26617,30608,44870,29397,16740,1184,426626,406745,19881,178724,3433,2308,0,"Congressional District 7 (114th Congress), Colorado",07,08,CO,CO-07,D,51.4,39.4,56.1,41.3,57.4,40.7,CO
329,341326,370110,41.0,711436,497769,110721,2917,34271,112282,564110,51998,114085,54796,106398,35421,147905,127785,17383,34714,74486,22506,69959,0.4569,31058,41.8,361863,961,18557,38501,36234,16206,9199,40602,36147,61614,18438,17193,1032,387730,360565,27165,4916,76479,3134,9107,"Congressional District 1 (114th Congress), Connecticut",01,09,CT,CT-01,D,59.4,36.3,63.3,35.6,65.8,32.9,CT
330,356636,353011,41.4,709647,605885,29651,2989,22990,61621,643287,22962,48753,39586,97561,34543,138456,135800,16581,27155,60139,20266,71670,0.4407,51979,41.3,362487,3581,21879,43696,42180,14975,5800,25801,42468,51309,25099,16029,1055,375185,351825,23360,9001,35905,1147,3467,"Congressional District 2 (114th Congress), Connecticut",02,09,CT,CT-02,D,48.7,45.8,55.9,42.6,58.6,40.0,CT
331,347519,372974,39.0,720493,526161,95429,1472,33050,115273,601405,51568,94317,46793,97753,32577,147105,114753,18921,34058,88203,18803,63315,0.4525,33435,40.7,365678,494,21703,39700,38252,14957,8920,25122,49281,60109,21550,13449,1120,383156,357779,25377,18343,54876,2714,4373,"Congressional District 3 (114th Congress), Connecticut",03,09,CT,CT-03,D,55.9,40.4,62.6,36.3,62.6,36.2,CT
332,356360,380382,39.7,736742,537381,95726,404,39399,142700,551846,84805,162886,47360,132640,37201,174873,137410,15771,58757,65315,53687,89085,0.5573,22784,42.6,363848,846,22350,23597,37756,12589,10568,48851,35453,48245,20195,8679,1422,390307,361079,29228,17883,47053,3115,7721,"Congressional District 4 (114th Congress), Connecticut",04,09,CT,CT-04,D,59.6,36.6,55.1,44.0,59.6,39.7,CT
333,350222,362346,41.8,712568,580747,49044,1111,26539,121907,581569,54810,99607,53733,101581,33754,154986,131841,17349,38027,78766,23462,68810,0.4721,35807,43.6,353222,1267,23738,42503,42621,14569,7575,27450,35933,54656,18021,13754,1015,377457,351352,26105,4875,65757,2649,13379,"Congressional District 5 (114th Congress), Connecticut",05,09,CT,CT-05,D,49.9,45.8,53.5,45.3,56.4,42.4,CT
334,458208,487726,39.7,945934,654904,203863,3121,36114,85306,845668,47986,87509,72355,117581,31251,204200,170416,22536,46323,114360,18197,61255,0.4523,64274,40.5,447516,5106,28858,36264,54829,17915,6759,43739,43886,67886,34726,23880,1049,471586,444279,27307,34785,21476,1638,4443,"Congressional District (at Large) (114th Congress), Delaware",00,10,DE,DE-00,,,,,,,,
335,319705,352523,33.8,672228,269143,318831,1661,25944,71129,564275,53472,95117,48249,112629,41724,117838,71857,12895,36167,110500,41343,75628,0.5354,25963,34.3,361179,195,9342,5025,18086,9754,14995,22532,37583,32693,24171,58849,1417,377033,350862,26171,12653,6989,4021,2354,"Delegate District (at Large) (114th Congress), District of Columbia",98,11,DC,DC-98,,,,,,,,
336,379933,370995,38.5,750928,578965,98282,2120,17017,47409,690667,17691,39042,49620,91341,26234,158814,134406,14892,32242,92170,9288,51094,0.4421,102731,38.4,325496,3257,22936,14071,46707,15210,4098,25325,24289,36397,36097,24569,947,346990,321671,25319,18729,12726,3442,447,"Congressional District 1 (114th Congress), Florida",01,12,FL,FL-01,R,28.2,67.5,30.1,68.5,32.0,66.8,FL
337,361387,356786,36.5,718173,497970,179656,2603,14334,42242,664299,21475,40026,60150,75558,23350,142212,107517,12043,21223,135062,6912,44216,0.4649,60703,37.1,309354,4566,17112,11264,40043,11876,5406,17032,33072,42948,33407,34669,892,333627,306468,27159,15057,9967,5849,645,"Congressional District 2 (114th Congress), Florida",02,12,FL,FL-02,R,30.6,66.2,34.0,64.6,35.2,63.4,FL
338,358340,362765,37.9,721105,569233,98797,2150,23880,60956,653621,25425,52008,56283,73381,24522,149040,128304,16946,23352,126282,7345,49270,0.4621,66069,39.0,289051,7169,18818,14030,34293,13570,5005,18213,32450,49783,19747,17158,863,312131,286984,25147,17273,16856,8247,1889,"Congressional District 3 (114th Congress), Florida",03,12,FL,FL-03,R,40.2,56.2,41.9,56.6,44.2,54.6,FL
339,361872,378432,38.1,740304,560400,111259,1037,35516,62312,650837,27315,71984,43892,109884,30573,153431,132915,19159,45856,75198,14999,57040,0.4597,67550,39.0,363284,1612,18535,26677,44487,22551,7130,44789,25526,49653,28936,15916,1066,380899,361237,19662,12177,19812,7160,1038,"Congressional District 4 (114th Congress), Florida",04,12,FL,FL-04,R,34.1,62.1,32.8,66.1,34.8,64.2,FL
340,356762,386973,34.1,743735,308372,368715,2419,18392,106320,618384,54991,99383,84062,60275,20519,186959,90938,9213,20075,177190,3261,35116,0.4604,46766,37.9,330930,3522,21056,17356,45139,21014,6174,20102,21217,45465,41021,13742,877,366878,328896,37982,21830,47215,9055,5556,"Congressional District 5 (114th Congress), Florida",05,12,FL,FL-05,D,61.3,35.9,63.6,35.4,63.2,35.9,FL
341,367851,388130,46.9,755981,640474,72872,2482,17370,59083,679555,24437,57621,46574,105938,25245,140992,146219,17341,38215,113061,14026,47713,0.5025,74149,43.3,305277,2932,20785,21888,39399,13510,5672,26058,27168,38277,30141,14088,970,326615,304705,21910,17764,24186,4407,587,"Congressional District 6 (114th Congress), Florida",06,12,FL,FL-06,R,39.9,56.9,46.6,52.2,50.1,48.7,FL
342,361408,376959,38.7,738367,595784,75365,1179,26603,157720,603744,32405,85590,33986,118338,28376,147758,130863,18196,49050,88486,14283,54667,0.4673,47743,41.0,353000,628,21352,18290,42528,15190,8875,37620,31244,49441,29744,10311,1114,375658,351298,24360,17945,84018,11517,6276,"Congressional District 7 (114th Congress), Florida",07,12,FL,FL-07,D,51.4,44.1,49.4,49.4,51.1,48.0,FL
343,354547,376199,48.3,730746,614485,70812,2204,15368,73943,646759,26591,62992,46861,89222,25814,133030,136398,17122,32133,94476,10315,50070,0.4640,80243,43.6,302037,3311,21048,25554,40799,12203,5018,15828,23454,43451,27192,14639,965,323510,301522,21988,18627,25289,9439,1322,"Congressional District 8 (114th Congress), Florida",08,12,FL,FL-08,R,37.7,58.4,42.1,56.6,43.8,54.9,FL
344,401025,418651,35.5,819676,601994,94057,2001,34356,399489,500917,80889,173116,67959,93651,22736,199314,131801,18248,34586,142852,5455,47075,0.4321,43621,38.8,382399,1052,22963,16168,53000,23393,6375,19682,29742,40921,52802,14224,1105,407092,382250,24842,22993,234827,28686,24417,"Congressional District 9 (114th Congress), Florida",09,12,FL,FL-09,D,54.8,41.9,55.6,43.4,54.6,44.5,FL
345,387737,400455,39.9,788192,593355,98446,1613,34502,152056,629207,58104,114108,57118,112735,26795,170491,145970,18058,47834,101830,15456,53473,0.4801,57151,39.8,363243,2412,23652,17646,41032,15057,6932,29026,23247,44269,44374,11281,1070,384699,362879,21820,31457,60394,11140,10472,"Congressional District 10 (114th Congress), Florida",10,12,FL,FL-10,D,61.8,34.9,60.7,38.4,60.9,38.5,FL
346,359815,381092,53.5,740907,646528,60233,1558,10560,73411,673637,15274,47259,63403,77331,23048,118538,148044,14021,26343,113130,5604,42548,0.4441,89409,43.7,233160,4706,15397,14186,35360,12536,3278,16232,16846,35779,20074,11088,803,256817,232887,23930,16418,34368,6359,1534,"Congressional District 11 (114th Congress), Florida",11,12,FL,FL-11,R,32.5,64.8,39.8,59.2,42.6,56.1,FL
347,359929,387850,45.0,747779,657150,39321,3079,21358,102132,652971,30335,78122,50614,99759,26860,154488,146458,18351,41515,90934,13817,51402,0.4674,66122,43.4,323466,1641,22834,16444,42133,15604,7459,30615,26980,45912,24647,11539,1009,345124,323241,21883,15018,34522,15903,6078,"Congressional District 12 (114th Congress), Florida",12,12,FL,FL-12,R,38.8,57.4,45.5,53.0,47.4,51.2,FL
348,345113,371316,48.3,716429,621423,39078,2321,27970,72211,608587,44173,93566,50098,103939,26714,116024,122087,15839,36178,94072,13351,47579,0.4921,67451,43.7,339968,1120,20923,24996,47727,11597,7237,32994,22863,44889,27368,10800,975,357097,338412,18685,24735,20239,9128,1777,"Congressional District 13 (114th Congress), Florida",13,12,FL,FL-13,D,49.6,46.4,54.6,43.9,55.5,43.0,FL
